concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Take in charge ticket,complete,Value 2,2010-05-12 13:10:57+00:00,Take in charge ticket,Value 2,Case804,Variant 108,108,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-12 13:11:56+00:00,Resolve ticket,Value 2,Case804,Variant 108,108,Fluxicon Disco
Closed,complete,Value 5,2010-05-27 13:12:07+00:00,Closed,Value 5,Case804,Variant 108,108,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-01-18 07:40:01+00:00,Assign seriousness,Value 1,Case939,Variant 14,14,Fluxicon Disco
Take in charge ticket,complete,Value 1,2013-01-18 07:42:57+00:00,Take in charge ticket,Value 1,Case939,Variant 14,14,Fluxicon Disco
Wait,complete,Value 13,2013-01-28 08:58:24+00:00,Wait,Value 13,Case939,Variant 14,14,Fluxicon Disco
Wait,complete,Value 13,2013-01-28 08:58:25+00:00,Wait,Value 13,Case939,Variant 14,14,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-02-11 07:12:36+00:00,Resolve ticket,Value 1,Case939,Variant 14,14,Fluxicon Disco
Closed,complete,Value 3,2013-02-26 07:12:57+00:00,Closed,Value 3,Case939,Variant 14,14,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-01-09 07:59:35+00:00,Assign seriousness,Value 1,Case3206,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-01-09 07:59:52+00:00,Take in charge ticket,Value 1,Case3206,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-01-12 13:24:44+00:00,Resolve ticket,Value 13,Case3206,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-02-09 08:00:25+00:00,Closed,Value 5,Case3206,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-09-07 11:11:07+00:00,Assign seriousness,Value 14,Case289,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 11,2010-09-07 11:44:49+00:00,Take in charge ticket,Value 11,Case289,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 11,2010-09-07 12:39:38+00:00,Resolve ticket,Value 11,Case289,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-10-21 11:20:35+00:00,Closed,Value 5,Case289,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-07-19 07:59:25+00:00,Assign seriousness,Value 13,Case117,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2012-07-20 05:49:34+00:00,Take in charge ticket,Value 9,Case117,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-07-20 11:44:15+00:00,Resolve ticket,Value 9,Case117,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 08:00:48+00:00,Closed,Value 5,Case117,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2010-10-01 11:07:02+00:00,Assign seriousness,Value 9,Case3813,Variant 16,16,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-10-01 12:23:28+00:00,Take in charge ticket,Value 12,Case3813,Variant 16,16,Fluxicon Disco
Wait,complete,Value 12,2010-10-01 12:27:29+00:00,Wait,Value 12,Case3813,Variant 16,16,Fluxicon Disco
Wait,complete,Value 12,2010-10-01 12:27:29+00:00,Wait,Value 12,Case3813,Variant 16,16,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-10-01 12:27:53+00:00,Take in charge ticket,Value 12,Case3813,Variant 16,16,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-10-04 04:03:15+00:00,Resolve ticket,Value 2,Case3813,Variant 16,16,Fluxicon Disco
Closed,complete,Value 5,2010-11-03 06:03:45+00:00,Closed,Value 5,Case3813,Variant 16,16,Fluxicon Disco
Assign seriousness,complete,Value 9,2013-03-08 15:21:08+00:00,Assign seriousness,Value 9,Case1650,Variant 88,88,Fluxicon Disco
Create SW anomaly,complete,Value 2,2013-03-25 09:13:38+00:00,Create SW anomaly,Value 2,Case1650,Variant 88,88,Fluxicon Disco
Create SW anomaly,complete,Value 2,2013-03-25 09:13:38+00:00,Create SW anomaly,Value 2,Case1650,Variant 88,88,Fluxicon Disco
Resolve SW anomaly,complete,Value 22,2013-04-03 11:54:23+00:00,Resolve SW anomaly,Value 22,Case1650,Variant 88,88,Fluxicon Disco
Resolve SW anomaly,complete,Value 22,2013-04-03 11:54:26+00:00,Resolve SW anomaly,Value 22,Case1650,Variant 88,88,Fluxicon Disco
Require upgrade,complete,Value 2,2013-04-03 11:57:50+00:00,Require upgrade,Value 2,Case1650,Variant 88,88,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-04-03 12:38:24+00:00,Resolve ticket,Value 1,Case1650,Variant 88,88,Fluxicon Disco
Closed,complete,Value 3,2013-04-18 12:38:44+00:00,Closed,Value 3,Case1650,Variant 88,88,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-24 04:38:39+00:00,Assign seriousness,Value 1,Case1163,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-07-24 04:39:01+00:00,Resolve ticket,Value 1,Case1163,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-06 04:40:23+00:00,Closed,Value 5,Case1163,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-05 12:20:09+00:00,Assign seriousness,Value 1,Case978,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-05 12:23:42+00:00,Assign seriousness,Value 1,Case978,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 17,2011-10-05 12:24:50+00:00,Take in charge ticket,Value 17,Case978,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 17,2011-10-06 05:10:06+00:00,Resolve ticket,Value 17,Case978,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-11-18 14:30:31+00:00,Closed,Value 5,Case978,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-01-13 13:12:12+00:00,Assign seriousness,Value 2,Case4182,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-01-13 13:12:33+00:00,Take in charge ticket,Value 2,Case4182,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-01-13 14:23:59+00:00,Resolve ticket,Value 2,Case4182,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-02-15 13:20:47+00:00,Closed,Value 5,Case4182,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-13 12:07:18+00:00,Assign seriousness,Value 1,Case4232,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-12-14 14:14:41+00:00,Take in charge ticket,Value 2,Case4232,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-12-20 15:01:50+00:00,Resolve ticket,Value 2,Case4232,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-01-25 12:10:46+00:00,Closed,Value 5,Case4232,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-09-03 12:49:04+00:00,Assign seriousness,Value 14,Case4561,Variant 22,22,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-09-03 12:49:19+00:00,Take in charge ticket,Value 14,Case4561,Variant 22,22,Fluxicon Disco
Wait,complete,Value 14,2010-09-03 12:50:08+00:00,Wait,Value 14,Case4561,Variant 22,22,Fluxicon Disco
Take in charge ticket,complete,Value 5,2010-09-13 07:58:22+00:00,Take in charge ticket,Value 5,Case4561,Variant 22,22,Fluxicon Disco
Wait,complete,Value 5,2010-09-13 07:58:31+00:00,Wait,Value 5,Case4561,Variant 22,22,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-09-21 04:52:04+00:00,Take in charge ticket,Value 14,Case4561,Variant 22,22,Fluxicon Disco
Resolve ticket,complete,Value 14,2010-09-21 04:52:18+00:00,Resolve ticket,Value 14,Case4561,Variant 22,22,Fluxicon Disco
Closed,complete,Value 5,2010-10-06 04:52:39+00:00,Closed,Value 5,Case4561,Variant 22,22,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-20 11:27:40+00:00,Assign seriousness,Value 2,Case2020,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-26 06:28:33+00:00,Take in charge ticket,Value 2,Case2020,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-26 06:28:39+00:00,Resolve ticket,Value 2,Case2020,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-18 11:31:20+00:00,Closed,Value 5,Case2020,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-17 06:55:27+00:00,Assign seriousness,Value 1,Case3971,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-05-18 11:24:23+00:00,Take in charge ticket,Value 13,Case3971,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-05-29 07:21:16+00:00,Resolve ticket,Value 13,Case3971,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-06-19 07:00:28+00:00,Closed,Value 5,Case3971,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 12,2011-08-09 08:06:25+00:00,Assign seriousness,Value 12,Case3831,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2011-08-09 08:06:35+00:00,Take in charge ticket,Value 12,Case3831,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 12,2011-08-09 09:30:51+00:00,Resolve ticket,Value 12,Case3831,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-09-22 08:00:30+00:00,Closed,Value 5,Case3831,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-11-11 13:04:29+00:00,Assign seriousness,Value 1,Case3630,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-11-18 11:30:23+00:00,Take in charge ticket,Value 2,Case3630,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2011-11-18 11:35:49+00:00,Wait,Value 2,Case3630,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-12-02 06:28:14+00:00,Resolve ticket,Value 2,Case3630,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-12-17 06:28:32+00:00,Closed,Value 5,Case3630,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-29 12:40:26+00:00,Assign seriousness,Value 1,Case1343,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-30 11:46:28+00:00,Take in charge ticket,Value 1,Case1343,Variant 2,2,Fluxicon Disco
Wait,complete,Value 9,2012-05-31 07:43:47+00:00,Wait,Value 9,Case1343,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-05-31 10:18:43+00:00,Resolve ticket,Value 9,Case1343,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-07-15 05:21:11+00:00,Closed,Value 5,Case1343,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-11-17 14:15:08+00:00,Assign seriousness,Value 14,Case3298,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-11-18 12:17:17+00:00,Take in charge ticket,Value 2,Case3298,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-11-19 08:25:29+00:00,Resolve ticket,Value 2,Case3298,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-12-18 14:20:16+00:00,Closed,Value 5,Case3298,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2010-08-03 10:32:39+00:00,Assign seriousness,Value 9,Case1242,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-09-03 10:20:03+00:00,Take in charge ticket,Value 2,Case1242,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-09-03 10:20:38+00:00,Resolve ticket,Value 2,Case1242,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-09-18 10:20:54+00:00,Closed,Value 5,Case1242,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 11,2010-04-12 09:55:33+00:00,Insert ticket,Value 11,Case4143,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 11,2010-04-12 09:56:48+00:00,Assign seriousness,Value 11,Case4143,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 11,2010-04-12 09:56:56+00:00,Take in charge ticket,Value 11,Case4143,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 11,2010-04-12 10:00:32+00:00,Resolve ticket,Value 11,Case4143,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-05-13 10:01:33+00:00,Closed,Value 5,Case4143,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-10-28 06:40:10+00:00,Assign seriousness,Value 14,Case4337,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-10-28 07:40:12+00:00,Take in charge ticket,Value 2,Case4337,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-10-29 06:26:53+00:00,Wait,Value 2,Case4337,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 10,2013-11-22 15:31:39+00:00,Resolve ticket,Value 10,Case4337,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-12-07 15:31:56+00:00,Closed,Value 3,Case4337,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-03 11:21:44+00:00,Assign seriousness,Value 8,Case4574,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-02-03 11:22:06+00:00,Take in charge ticket,Value 8,Case4574,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 8,2011-02-04 06:27:08+00:00,Resolve ticket,Value 8,Case4574,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-04-03 09:30:31+00:00,Closed,Value 5,Case4574,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-19 04:40:55+00:00,Assign seriousness,Value 1,Case1818,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-10-19 05:41:09+00:00,Take in charge ticket,Value 9,Case1818,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-10-20 04:42:40+00:00,Resolve ticket,Value 9,Case1818,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-26 06:50:25+00:00,Closed,Value 5,Case1818,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-03-06 06:24:19+00:00,Assign seriousness,Value 4,Case255,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2012-03-06 11:39:56+00:00,Take in charge ticket,Value 9,Case255,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-03-06 12:07:30+00:00,Resolve ticket,Value 9,Case255,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-04-13 04:30:29+00:00,Closed,Value 5,Case255,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2013-03-06 12:02:14+00:00,Assign seriousness,Value 4,Case4127,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-04-08 05:09:18+00:00,Take in charge ticket,Value 2,Case4127,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-04-16 05:54:59+00:00,Resolve ticket,Value 2,Case4127,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-05-01 05:55:17+00:00,Closed,Value 3,Case4127,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-14 07:03:48+00:00,Assign seriousness,Value 8,Case1167,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-02-14 07:04:20+00:00,Take in charge ticket,Value 8,Case1167,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2011-02-15 14:14:19+00:00,Wait,Value 2,Case1167,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-03-14 07:31:02+00:00,Take in charge ticket,Value 2,Case1167,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-03-14 07:31:18+00:00,Resolve ticket,Value 2,Case1167,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-04-12 07:32:07+00:00,Closed,Value 5,Case1167,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-10-25 10:43:32+00:00,Assign seriousness,Value 2,Case3363,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-10-25 10:44:15+00:00,Take in charge ticket,Value 2,Case3363,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-10-25 11:33:58+00:00,Resolve ticket,Value 2,Case3363,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-11-26 12:50:15+00:00,Closed,Value 5,Case3363,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-03-21 11:43:53+00:00,Assign seriousness,Value 1,Case716,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-03-21 14:23:56+00:00,Take in charge ticket,Value 1,Case716,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-03-22 09:09:33+00:00,Resolve ticket,Value 1,Case716,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-03-22 09:09:34+00:00,Resolve ticket,Value 1,Case716,Variant 6,6,Fluxicon Disco
Closed,complete,Value 5,2012-04-28 09:50:31+00:00,Closed,Value 5,Case716,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-05-28 12:16:47+00:00,Assign seriousness,Value 4,Case62,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-05-28 12:18:27+00:00,Resolve ticket,Value 4,Case62,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-07-26 12:20:39+00:00,Closed,Value 5,Case62,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 2,2013-02-01 09:21:07+00:00,Assign seriousness,Value 2,Case4352,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-02-01 09:28:14+00:00,Take in charge ticket,Value 2,Case4352,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-02-06 07:04:31+00:00,Wait,Value 2,Case4352,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-03-13 06:24:50+00:00,Resolve ticket,Value 2,Case4352,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-03-28 06:25:02+00:00,Closed,Value 3,Case4352,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-01-26 07:10:07+00:00,Assign seriousness,Value 8,Case628,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-01-27 07:10:56+00:00,Take in charge ticket,Value 2,Case628,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2011-02-16 12:45:12+00:00,Wait,Value 2,Case628,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-02-18 07:09:12+00:00,Take in charge ticket,Value 2,Case628,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-02-18 07:14:21+00:00,Resolve ticket,Value 2,Case628,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-03-08 06:18:04+00:00,Closed,Value 5,Case628,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-01 11:03:56+00:00,Assign seriousness,Value 9,Case3650,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-06 10:35:44+00:00,Take in charge ticket,Value 13,Case3650,Variant 2,2,Fluxicon Disco
Wait,complete,Value 13,2011-07-06 11:13:26+00:00,Wait,Value 13,Case3650,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-11 10:05:39+00:00,Resolve ticket,Value 13,Case3650,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 10:00:34+00:00,Closed,Value 5,Case3650,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-10-19 11:08:14+00:00,Assign seriousness,Value 14,Case231,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-10-20 13:03:58+00:00,Assign seriousness,Value 2,Case231,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-10-20 13:04:16+00:00,Take in charge ticket,Value 2,Case231,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 15,2010-10-21 05:26:29+00:00,Resolve ticket,Value 15,Case231,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-12-03 13:10:20+00:00,Closed,Value 5,Case231,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-02-03 06:24:42+00:00,Assign seriousness,Value 13,Case2350,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-02-07 13:22:09+00:00,Take in charge ticket,Value 2,Case2350,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-02-07 13:28:54+00:00,Resolve ticket,Value 13,Case2350,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-02-08 06:10:19+00:00,Take in charge ticket,Value 13,Case2350,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-02-20 08:40:00+00:00,Resolve ticket,Value 13,Case2350,Variant 9,9,Fluxicon Disco
Closed,complete,Value 5,2012-03-07 06:30:21+00:00,Closed,Value 5,Case2350,Variant 9,9,Fluxicon Disco
Insert ticket,complete,Value 5,2010-07-01 09:14:34+00:00,Insert ticket,Value 5,Case1282,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-07-01 09:32:08+00:00,Assign seriousness,Value 2,Case1282,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-07-02 05:53:50+00:00,Assign seriousness,Value 2,Case1282,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-07-02 09:24:18+00:00,Take in charge ticket,Value 6,Case1282,Variant 41,41,Fluxicon Disco
Wait,complete,Value 6,2010-07-02 09:24:33+00:00,Wait,Value 6,Case1282,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-07-29 05:22:16+00:00,Take in charge ticket,Value 6,Case1282,Variant 41,41,Fluxicon Disco
Resolve ticket,complete,Value 6,2010-07-29 05:22:33+00:00,Resolve ticket,Value 6,Case1282,Variant 41,41,Fluxicon Disco
Closed,complete,Value 5,2010-08-13 05:22:48+00:00,Closed,Value 5,Case1282,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-19 10:12:29+00:00,Assign seriousness,Value 8,Case3036,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-05-20 04:55:55+00:00,Take in charge ticket,Value 2,Case3036,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-05-20 06:34:49+00:00,Resolve ticket,Value 2,Case3036,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-05-23 12:02:42+00:00,Take in charge ticket,Value 2,Case3036,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-06-08 11:07:53+00:00,Resolve ticket,Value 2,Case3036,Variant 9,9,Fluxicon Disco
