concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
Accepted-In Progress,complete,Gagan-Org line C,2012-01-09 14:50:00+00:00,Accepted-In Progress,Gagan,Org line C,1-572078531,Variant 64,64,Fluxicon Disco
Accepted-In Progress,complete,Gagan-Org line C,2012-04-16 06:44:15+00:00,Accepted-In Progress,Gagan,Org line C,1-572078531,Variant 64,64,Fluxicon Disco
Completed-Closed,complete,Gagan-Org line C,2012-04-17 11:08:32+00:00,Completed-Closed,Gagan,Org line C,1-572078531,Variant 64,64,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-05-17 10:53:00+00:00,Accepted-In Progress,Carolyn,Org line G3,1-526344555,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-05-17 11:04:18+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-526344555,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Padmanabha-Org line G3,2011-05-18 02:37:22+00:00,Accepted-In Progress,Padmanabha,Org line G3,1-526344555,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-05-18 02:37:27+00:00,Accepted-Assigned,Carolyn,Org line G3,1-526344555,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 20:53:30+00:00,Accepted-In Progress,Ewa,Org line G3,1-526344555,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-30 20:55:33+00:00,Completed-Closed,Ewa,Org line G3,1-526344555,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Per-Org line C,2010-09-09 09:24:32+00:00,Accepted-In Progress,Per,Org line C,1-400351079,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Per-Org line C,2010-09-16 13:11:58+00:00,Accepted-In Progress,Per,Org line C,1-400351079,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Per-Org line C,2012-02-20 06:16:22+00:00,Completed-Closed,Per,Org line C,1-400351079,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-18 10:17:02+00:00,Accepted-In Progress,Ewa,Org line G3,1-644748889,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-18 10:19:42+00:00,Completed-Closed,Ewa,Org line G3,1-644748889,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-04-28 01:18:10+00:00,Accepted-In Progress,Ewa,Org line G3,1-735265367,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-04-28 01:20:33+00:00,Completed-Closed,Ewa,Org line G3,1-735265367,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line C,2012-02-17 15:39:05+00:00,Accepted-In Progress,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Mikael-Org line C,2012-02-17 15:54:56+00:00,Queued-Awaiting Assignment,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line C,2012-02-22 09:48:02+00:00,Accepted-In Progress,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Completed-Closed,complete,Mikael-Org line C,2012-04-04 06:09:38+00:00,Completed-Closed,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2010-10-19 13:04:28+00:00,Accepted-In Progress,Carolyn,Org line G3,1-410929705,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-10-19 13:20:45+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-410929705,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Kannan-Org line G3,2010-10-19 15:13:27+00:00,Accepted-In Progress,Kannan,Org line G3,1-410929705,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2010-10-19 15:13:34+00:00,Accepted-Assigned,Carolyn,Org line G3,1-410929705,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 12:01:53+00:00,Accepted-In Progress,Ewa,Org line G3,1-410929705,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-30 12:02:08+00:00,Completed-Closed,Ewa,Org line G3,1-410929705,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Elisabet-Org line V2,2011-09-28 08:45:37+00:00,Accepted-In Progress,Elisabet,Org line V2,1-578612825,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Elisabet-Org line V2,2011-10-19 10:14:02+00:00,Queued-Awaiting Assignment,Elisabet,Org line V2,1-578612825,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Ioannis-Org line V2,2011-11-13 21:26:04+00:00,Accepted-In Progress,Ioannis,Org line V2,1-578612825,Variant 5,5,Fluxicon Disco
Completed-Closed,complete,Ioannis-Org line V2,2012-02-20 08:35:47+00:00,Completed-Closed,Ioannis,Org line V2,1-578612825,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Vikrant-Org line A2,2011-10-17 14:05:05+00:00,Accepted-In Progress,Vikrant,Org line A2,1-588543315,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Vikrant-Org line A2,2012-01-25 13:26:37+00:00,Completed-Closed,Vikrant,Org line A2,1-588543315,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Rickard-Org line G4,2011-12-16 08:51:26+00:00,Accepted-In Progress,Rickard,Org line G4,1-624745314,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Rickard-Org line G4,2012-02-08 13:15:41+00:00,Completed-Closed,Rickard,Org line G4,1-624745314,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Anders-Org line C,2012-01-12 12:18:09+00:00,Accepted-In Progress,Anders,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Queued-Awaiting Assignment,complete,Anders-Org line C,2012-01-12 12:19:07+00:00,Queued-Awaiting Assignment,Anders,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Accepted-In Progress,complete,Anders-Org line C,2012-01-16 11:32:48+00:00,Accepted-In Progress,Anders,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Completed-Closed,complete,Anders-Org line C,2012-01-16 11:34:09+00:00,Completed-Closed,Anders,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Accepted-In Progress,complete,Camilla-Org line C,2012-02-22 13:36:49+00:00,Accepted-In Progress,Camilla,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Queued-Awaiting Assignment,complete,Anders-Org line C,2012-02-22 13:37:26+00:00,Queued-Awaiting Assignment,Anders,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line C,2012-02-22 14:33:48+00:00,Accepted-In Progress,Ewa,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line C,2012-02-22 14:36:00+00:00,Completed-Closed,Ewa,Org line C,1-640093069,Variant 255,255,Fluxicon Disco
Accepted-Wait,complete,Johan-Org line G4,2012-03-06 11:31:47+00:00,Accepted-Wait,Johan,Org line G4,1-693789171,Variant 291,291,Fluxicon Disco
Accepted-In Progress,complete,Johan-Org line G4,2012-03-14 15:33:38+00:00,Accepted-In Progress,Johan,Org line G4,1-693789171,Variant 291,291,Fluxicon Disco
Completed-Closed,complete,Johan-Org line G4,2012-03-14 15:35:05+00:00,Completed-Closed,Johan,Org line G4,1-693789171,Variant 291,291,Fluxicon Disco
Accepted-In Progress,complete,Johan-Org line G4,2012-03-14 15:35:34+00:00,Accepted-In Progress,Johan,Org line G4,1-693789171,Variant 291,291,Fluxicon Disco
Completed-Closed,complete,Johan-Org line G4,2012-03-14 15:36:22+00:00,Completed-Closed,Johan,Org line G4,1-693789171,Variant 291,291,Fluxicon Disco
Accepted-In Progress,complete,Fredrik-Org line A2,2010-10-25 11:53:47+00:00,Accepted-In Progress,Fredrik,Org line A2,1-413205820,Variant 133,133,Fluxicon Disco
Accepted-In Progress,complete,Fredrik-Org line A2,2011-10-05 21:07:51+00:00,Accepted-In Progress,Fredrik,Org line A2,1-413205820,Variant 133,133,Fluxicon Disco
Queued-Awaiting Assignment,complete,Fredrik-Org line A2,2011-10-05 21:07:59+00:00,Queued-Awaiting Assignment,Fredrik,Org line A2,1-413205820,Variant 133,133,Fluxicon Disco
Accepted-In Progress,complete,Fredrik-Org line A2,2011-10-06 18:05:33+00:00,Accepted-In Progress,Fredrik,Org line A2,1-413205820,Variant 133,133,Fluxicon Disco
Accepted-Assigned,complete,Joakim-Org line A2,2011-12-06 20:31:33+00:00,Accepted-Assigned,Joakim,Org line A2,1-413205820,Variant 133,133,Fluxicon Disco
Completed-Closed,complete,Joakim-Org line A2,2012-01-04 12:52:57+00:00,Completed-Closed,Joakim,Org line A2,1-413205820,Variant 133,133,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-05-14 10:27:18+00:00,Accepted-In Progress,Ewa,Org line G3,1-744771526,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-05-14 10:28:52+00:00,Completed-Closed,Ewa,Org line G3,1-744771526,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Florent-Org line C,2012-04-16 10:15:04+00:00,Accepted-In Progress,Florent,Org line C,1-718958603,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Florent-Org line C,2012-04-16 10:17:25+00:00,Completed-Closed,Florent,Org line C,1-718958603,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-12 16:53:13+00:00,Accepted-In Progress,Ewa,Org line G3,1-640263496,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-12 16:55:13+00:00,Completed-Closed,Ewa,Org line G3,1-640263496,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Stephen-Org line A2,2011-10-27 17:26:39+00:00,Accepted-In Progress,Stephen,Org line A2,1-596815491,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Stephen-Org line A2,2012-01-05 20:08:06+00:00,Completed-Closed,Stephen,Org line A2,1-596815491,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Magnus-Org line C,2012-01-13 09:18:36+00:00,Accepted-In Progress,Magnus,Org line C,1-641157962,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Magnus-Org line C,2012-05-16 09:46:01+00:00,Completed-Closed,Magnus,Org line C,1-641157962,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-04-08 20:25:23+00:00,Accepted-In Progress,Ewa,Org line G3,1-712814266,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-04-08 20:26:15+00:00,Completed-Closed,Ewa,Org line G3,1-712814266,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Kamal-Org line C,2012-04-24 13:09:13+00:00,Accepted-In Progress,Kamal,Org line C,1-730923421,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Kamal-Org line C,2012-04-24 13:09:47+00:00,Accepted-Wait,Kamal,Org line C,1-730923421,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Kamal-Org line C,2012-05-10 15:56:14+00:00,Completed-Closed,Kamal,Org line C,1-730923421,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-05-05 09:25:29+00:00,Accepted-In Progress,Carolyn,Org line G3,1-523311541,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-05-05 10:06:48+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-523311541,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Padmanabha-Org line G3,2011-05-05 10:22:56+00:00,Accepted-In Progress,Padmanabha,Org line G3,1-523311541,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-05-05 10:23:27+00:00,Accepted-Assigned,Carolyn,Org line G3,1-523311541,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-06 15:54:07+00:00,Accepted-In Progress,Ewa,Org line G3,1-523311541,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-06 16:00:04+00:00,Completed-Closed,Ewa,Org line G3,1-523311541,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Venkata-Org line A2,2011-12-13 14:36:57+00:00,Accepted-In Progress,Venkata,Org line A2,1-622847448,Variant 6,6,Fluxicon Disco
Accepted-Assigned,complete,Venkata-Org line A2,2012-03-13 13:23:34+00:00,Accepted-Assigned,Venkata,Org line A2,1-622847448,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Håkan-Org line A2,2012-04-23 13:31:16+00:00,Accepted-In Progress,Håkan,Org line A2,1-622847448,Variant 6,6,Fluxicon Disco
Completed-Closed,complete,Håkan-Org line A2,2012-04-23 13:32:27+00:00,Completed-Closed,Håkan,Org line A2,1-622847448,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Kåre-Org line C,2012-01-18 14:02:14+00:00,Accepted-In Progress,Kåre,Org line C,1-644992956,Variant 16,16,Fluxicon Disco
Accepted-In Progress,complete,Kåre-Org line C,2012-01-18 14:04:14+00:00,Accepted-In Progress,Kåre,Org line C,1-644992956,Variant 16,16,Fluxicon Disco
Accepted-Wait,complete,Kåre-Org line C,2012-01-23 09:21:55+00:00,Accepted-Wait,Kåre,Org line C,1-644992956,Variant 16,16,Fluxicon Disco
Completed-Closed,complete,Kåre-Org line C,2012-04-20 12:15:47+00:00,Completed-Closed,Kåre,Org line C,1-644992956,Variant 16,16,Fluxicon Disco
Accepted-In Progress,complete,Christoffer-Org line C,2011-09-22 11:44:06+00:00,Accepted-In Progress,Christoffer,Org line C,1-576807766,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Christoffer-Org line C,2011-09-22 12:16:09+00:00,Accepted-In Progress,Christoffer,Org line C,1-576807766,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Christoffer-Org line C,2012-02-01 12:11:49+00:00,Completed-Closed,Christoffer,Org line C,1-576807766,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Viktoria-Org line G4,2010-11-19 17:20:40+00:00,Accepted-In Progress,Viktoria,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Queued-Awaiting Assignment,complete,Viktoria-Org line G4,2010-11-19 17:25:24+00:00,Queued-Awaiting Assignment,Viktoria,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2012-02-06 11:47:02+00:00,Accepted-In Progress,Gustav,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Accepted-Assigned,complete,David-Org line G4,2012-02-06 11:47:29+00:00,Accepted-Assigned,David,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2012-02-06 11:47:52+00:00,Accepted-In Progress,Gustav,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Accepted-Assigned,complete,David-Org line G4,2012-02-06 11:48:30+00:00,Accepted-Assigned,David,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2012-03-06 14:07:15+00:00,Accepted-In Progress,Gustav,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Completed-Closed,complete,Gustav-Org line G4,2012-03-06 14:07:20+00:00,Completed-Closed,Gustav,Org line G4,1-422418092,Variant 137,137,Fluxicon Disco
Accepted-In Progress,complete,Nicolas-Org line C,2011-12-19 14:15:13+00:00,Accepted-In Progress,Nicolas,Org line C,1-626102521,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Nicolas-Org line C,2012-03-19 14:29:08+00:00,Completed-Closed,Nicolas,Org line C,1-626102521,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Julien-Org line C,2012-02-03 13:00:21+00:00,Accepted-In Progress,Julien,Org line C,1-658627419,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Julien-Org line C,2012-03-28 07:28:54+00:00,Accepted-In Progress,Julien,Org line C,1-658627419,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Julien-Org line C,2012-03-28 07:34:32+00:00,Completed-Closed,Julien,Org line C,1-658627419,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Ryouhei-Org line C,2012-02-27 06:11:58+00:00,Accepted-In Progress,Ryouhei,Org line C,1-688342754,Variant 14,14,Fluxicon Disco
Accepted-Assigned,complete,Ryouhei-Org line C,2012-02-27 06:12:24+00:00,Accepted-Assigned,Ryouhei,Org line C,1-688342754,Variant 14,14,Fluxicon Disco
Accepted-Wait,complete,Ryouhei-Org line C,2012-02-27 08:14:07+00:00,Accepted-Wait,Ryouhei,Org line C,1-688342754,Variant 14,14,Fluxicon Disco
Completed-Closed,complete,Ryouhei-Org line C,2012-04-10 02:46:55+00:00,Completed-Closed,Ryouhei,Org line C,1-688342754,Variant 14,14,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2010-11-10 09:48:43+00:00,Accepted-In Progress,Gustav,Org line G4,1-418890453,Variant 43,43,Fluxicon Disco
Completed-Closed,complete,Gustav-Org line G4,2010-12-29 09:30:03+00:00,Completed-Closed,Gustav,Org line G4,1-418890453,Variant 43,43,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2010-12-29 09:37:12+00:00,Accepted-In Progress,Gustav,Org line G4,1-418890453,Variant 43,43,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2012-02-21 14:25:02+00:00,Accepted-In Progress,Gustav,Org line G4,1-418890453,Variant 43,43,Fluxicon Disco
Completed-Closed,complete,Gustav-Org line G4,2012-02-21 14:25:20+00:00,Completed-Closed,Gustav,Org line G4,1-418890453,Variant 43,43,Fluxicon Disco
Accepted-In Progress,complete,Santosh-Org line C,2012-03-26 10:03:07+00:00,Accepted-In Progress,Santosh,Org line C,1-702304580,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Santosh-Org line C,2012-05-09 11:54:38+00:00,Completed-Closed,Santosh,Org line C,1-702304580,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Johan-Org line C,2012-02-27 11:55:39+00:00,Accepted-In Progress,Johan,Org line C,1-688564654,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Johan-Org line C,2012-02-27 12:05:54+00:00,Completed-Closed,Johan,Org line C,1-688564654,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Roger-Org line A2,2009-11-04 07:07:28+00:00,Accepted-In Progress,Roger,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Accepted-In Progress,complete,Roger-Org line A2,2010-03-03 14:51:55+00:00,Accepted-In Progress,Roger,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Accepted-Assigned,complete,Piotr-Org line A2,2010-03-03 14:52:18+00:00,Accepted-Assigned,Piotr,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Accepted-Assigned,complete,Piotr-Org line A2,2010-05-24 15:04:58+00:00,Accepted-Assigned,Piotr,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Accepted-Assigned,complete,Henrik-Org line A2,2010-08-09 10:39:59+00:00,Accepted-Assigned,Henrik,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Accepted-In Progress,complete,Katarzyna-Org line A2,2012-04-02 08:18:59+00:00,Accepted-In Progress,Katarzyna,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Completed-Closed,complete,Katarzyna-Org line A2,2012-04-02 08:19:30+00:00,Completed-Closed,Katarzyna,Org line A2,1-331478885,Variant 87,87,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-04-10 08:30:09+00:00,Accepted-In Progress,Ewa,Org line G3,1-715479377,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-04-10 08:31:00+00:00,Completed-Closed,Ewa,Org line G3,1-715479377,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Vincent-Org line C,2012-05-04 08:15:41+00:00,Accepted-In Progress,Vincent,Org line C,1-740409214,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Vincent-Org line C,2012-05-07 08:12:12+00:00,Completed-Closed,Vincent,Org line C,1-740409214,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Piotr-Org line A2,2011-12-08 13:03:03+00:00,Accepted-In Progress,Piotr,Org line A2,1-621061021,Variant 238,238,Fluxicon Disco
Accepted-In Progress,complete,Piotr-Org line A2,2011-12-08 13:44:01+00:00,Accepted-In Progress,Piotr,Org line A2,1-621061021,Variant 238,238,Fluxicon Disco
Queued-Awaiting Assignment,complete,Piotr-Org line A2,2011-12-08 13:44:37+00:00,Queued-Awaiting Assignment,Piotr,Org line A2,1-621061021,Variant 238,238,Fluxicon Disco
Accepted-Assigned,complete,Jason-Org line A2,2011-12-09 15:14:35+00:00,Accepted-Assigned,Jason,Org line A2,1-621061021,Variant 238,238,Fluxicon Disco
Accepted-Wait,complete,Jason-Org line A2,2012-02-17 07:48:03+00:00,Accepted-Wait,Jason,Org line A2,1-621061021,Variant 238,238,Fluxicon Disco
Completed-Closed,complete,Jason-Org line A2,2012-04-27 01:58:43+00:00,Completed-Closed,Jason,Org line A2,1-621061021,Variant 238,238,Fluxicon Disco
Accepted-In Progress,complete,Somil-Org line A2,2011-02-28 14:04:04+00:00,Accepted-In Progress,Somil,Org line A2,1-504498907,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Somil-Org line A2,2012-01-03 12:45:32+00:00,Completed-Closed,Somil,Org line A2,1-504498907,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ann-Charlotte-Org line C,2011-11-25 10:23:38+00:00,Accepted-In Progress,Ann-Charlotte,Org line C,1-616993936,Variant 11,11,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ann-Charlotte-Org line C,2011-11-25 10:28:42+00:00,Queued-Awaiting Assignment,Ann-Charlotte,Org line C,1-616993936,Variant 11,11,Fluxicon Disco
Accepted-In Progress,complete,Jakob-Org line C,2011-11-25 10:30:35+00:00,Accepted-In Progress,Jakob,Org line C,1-616993936,Variant 11,11,Fluxicon Disco
