"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","deadline","department","group","org:resource","org:group"
"case-6682","Confirmation of receipt","2011/04/07 11:09:40.019","2011/04/07 11:09:40.019","2011/06/24 01:06:40.020","2011/08/03 14:52:24.942","Resource18","Internet","2011/03/23 01:06:40.010","2011/08/05 01:06:40.000","General",,"Resource18","EMPTY"
"case-6682","T06 Determine necessity of stop advice","2011/04/07 11:14:39.795","2011/04/07 11:14:39.795","2011/06/24 01:06:40.020","2011/08/03 14:52:24.942","Resource18","Internet","2011/03/23 01:06:40.010","2011/08/05 01:06:40.000","General",,"Resource18","Group 1"
"case-6682","T02 Check confirmation of receipt","2011/04/07 11:14:52.276","2011/04/07 11:14:52.276","2011/06/24 01:06:40.020","2011/08/03 14:52:24.942","Resource18","Internet","2011/03/23 01:06:40.010","2011/08/05 01:06:40.000","General",,"Resource18","EMPTY"
"case-6682","T04 Determine confirmation of receipt","2011/04/07 11:15:33.805","2011/04/07 11:15:33.805","2011/06/24 01:06:40.020","2011/08/03 14:52:24.942","Resource18","Internet","2011/03/23 01:06:40.010","2011/08/05 01:06:40.000","General",,"Resource18","EMPTY"
"case-6682","T05 Print and send confirmation of receipt","2011/04/07 11:15:50.994","2011/04/07 11:15:50.994","2011/06/24 01:06:40.020","2011/08/03 14:52:24.942","Resource18","Internet","2011/03/23 01:06:40.010","2011/08/05 01:06:40.000","General",,"Resource18","Group 2"
"case-6682","T10 Determine necessity to stop indication","2011/04/07 12:06:15.715","2011/04/07 12:06:15.715","2011/06/24 01:06:40.020","2011/08/03 14:52:24.942","Resource18","Internet","2011/03/23 01:06:40.010","2011/08/05 01:06:40.000","General",,"Resource18","Group 1"
"case-6683","Confirmation of receipt","2011/03/30 14:33:12.923","2011/03/30 14:33:12.923","2011/05/19 00:00:00.020","2011/06/16 07:50:11.848","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","EMPTY"
"case-6683","T06 Determine necessity of stop advice","2011/03/30 14:34:09.776","2011/03/30 14:34:09.776","2011/05/19 00:00:00.020","2011/06/16 07:50:11.848","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","Group 1"
"case-6683","T10 Determine necessity to stop indication","2011/03/30 14:34:27.389","2011/03/30 14:34:27.389","2011/05/19 00:00:00.020","2011/06/16 07:50:11.848","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","Group 1"
"case-6683","T02 Check confirmation of receipt","2011/03/30 14:34:49.662","2011/03/30 14:34:49.662","2011/05/19 00:00:00.020","2011/06/16 07:50:11.848","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","EMPTY"
"case-6683","T04 Determine confirmation of receipt","2011/03/30 14:35:45.553","2011/03/30 14:35:45.553","2011/05/19 00:00:00.020","2011/06/16 07:50:11.848","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","EMPTY"
"case-6683","T05 Print and send confirmation of receipt","2011/03/31 09:14:19.064","2011/03/31 09:14:19.064","2011/05/19 00:00:00.020","2011/06/16 07:50:11.848","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"admin1","Group 2"
"case-6684","Confirmation of receipt","2011/04/20 14:57:48.940","2011/04/20 14:57:48.940","2011/05/19 01:06:40.020","2011/06/20 16:40:14.763","Resource14","Internet","2011/03/24 01:06:40.010","2011/05/19 01:06:40.000","General",,"Resource14","EMPTY"
"case-6684","T02 Check confirmation of receipt","2011/04/20 14:58:06.780","2011/04/20 14:58:06.780","2011/05/19 01:06:40.020","2011/06/20 16:40:14.763","Resource14","Internet","2011/03/24 01:06:40.010","2011/05/19 01:06:40.000","General",,"Resource14","Group 4"
"case-6684","T04 Determine confirmation of receipt","2011/04/20 14:58:23.121","2011/04/20 14:58:23.121","2011/05/19 01:06:40.020","2011/06/20 16:40:14.763","Resource14","Internet","2011/03/24 01:06:40.010","2011/05/19 01:06:40.000","General",,"Resource14","Group 3"
"case-6684","T05 Print and send confirmation of receipt","2011/04/20 14:58:36.393","2011/04/20 14:58:36.393","2011/05/19 01:06:40.020","2011/06/20 16:40:14.763","Resource14","Internet","2011/03/24 01:06:40.010","2011/05/19 01:06:40.000","General",,"Resource14","Group 2"
"case-6684","T06 Determine necessity of stop advice","2011/04/20 14:58:52.993","2011/04/20 14:58:52.993","2011/05/19 01:06:40.020","2011/06/20 16:40:14.763","Resource14","Internet","2011/03/24 01:06:40.010","2011/05/19 01:06:40.000","General",,"Resource14","Group 1"
"case-6684","T10 Determine necessity to stop indication","2011/04/20 14:59:07.808","2011/04/20 14:59:07.808","2011/05/19 01:06:40.020","2011/06/20 16:40:14.763","Resource14","Internet","2011/03/24 01:06:40.010","2011/05/19 01:06:40.000","General",,"Resource14","Group 1"
"case-6709","Confirmation of receipt","2011/04/14 12:11:18.800","2011/04/14 12:11:18.800","2011/05/19 00:00:00.020","2011/05/30 07:48:47.369","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","EMPTY"
"case-6709","T02 Check confirmation of receipt","2011/04/14 12:11:34.410","2011/04/14 12:11:34.410","2011/05/19 00:00:00.020","2011/05/30 07:48:47.369","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 4"
"case-6709","T04 Determine confirmation of receipt","2011/04/14 12:11:54.461","2011/04/14 12:11:54.461","2011/05/19 00:00:00.020","2011/05/30 07:48:47.369","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 3"
"case-6709","T05 Print and send confirmation of receipt","2011/04/14 12:12:06.496","2011/04/14 12:12:06.496","2011/05/19 00:00:00.020","2011/05/30 07:48:47.369","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 2"
"case-6709","T06 Determine necessity of stop advice","2011/04/28 14:25:03.615","2011/04/28 14:25:03.615","2011/05/19 00:00:00.020","2011/05/30 07:48:47.369","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 1"
"case-6709","T10 Determine necessity to stop indication","2011/04/28 14:25:18.373","2011/04/28 14:25:18.373","2011/05/19 00:00:00.020","2011/05/30 07:48:47.369","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 1"
"case-6710","Confirmation of receipt","2011/03/29 09:01:33.141","2011/03/29 09:01:33.141","2011/05/19 00:00:00.020","2011/05/03 07:44:05.415","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource11","EMPTY"
"case-6710","T02 Check confirmation of receipt","2011/03/31 08:56:47.720","2011/03/31 08:56:47.720","2011/05/19 00:00:00.020","2011/05/03 07:44:05.415","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource19","EMPTY"
"case-6710","T04 Determine confirmation of receipt","2011/03/31 08:57:17.530","2011/03/31 08:57:17.530","2011/05/19 00:00:00.020","2011/05/03 07:44:05.415","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource19","Group 3"
"case-6710","T05 Print and send confirmation of receipt","2011/04/14 12:37:18.618","2011/04/14 12:37:18.618","2011/05/19 00:00:00.020","2011/05/03 07:44:05.415","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","EMPTY"
"case-6710","T06 Determine necessity of stop advice","2011/04/14 12:37:31.728","2011/04/14 12:37:31.728","2011/05/19 00:00:00.020","2011/05/03 07:44:05.415","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 1"
"case-6710","T10 Determine necessity to stop indication","2011/04/14 12:44:58.572","2011/04/14 12:44:58.572","2011/05/19 00:00:00.020","2011/05/03 07:44:05.415","Resource11","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource01","Group 1"
"case-6711","Confirmation of receipt","2011/03/30 14:20:08.616","2011/03/30 14:20:08.616","2011/05/19 00:00:00.020","2011/05/19 10:14:27.216","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","EMPTY"
"case-6711","T02 Check confirmation of receipt","2011/03/30 14:20:27.637","2011/03/30 14:20:27.637","2011/05/19 00:00:00.020","2011/05/19 10:14:27.216","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","Group 4"
"case-6711","T04 Determine confirmation of receipt","2011/03/30 14:21:19.895","2011/03/30 14:21:19.895","2011/05/19 00:00:00.020","2011/05/19 10:14:27.216","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","EMPTY"
"case-6711","T06 Determine necessity of stop advice","2011/03/30 14:21:35.699","2011/03/30 14:21:35.699","2011/05/19 00:00:00.020","2011/05/19 10:14:27.216","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","Group 1"
"case-6711","T10 Determine necessity to stop indication","2011/03/30 14:28:00.217","2011/03/30 14:28:00.217","2011/05/19 00:00:00.020","2011/05/19 10:14:27.216","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","Group 1"
"case-6711","T05 Print and send confirmation of receipt","2011/04/13 09:30:55.619","2011/04/13 09:30:55.619","2011/05/19 00:00:00.020","2011/05/19 10:14:27.216","Resource08","Internet","2011/03/24 00:00:00.010","2011/05/19 00:00:00.000","General",,"Resource08","EMPTY"
"case-6712","Confirmation of receipt","2011/03/29 09:10:12.157","2011/03/29 09:10:12.157","2011/05/20 00:00:00.020","2011/05/04 08:15:10.967","Resource11","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource11","EMPTY"
"case-6712","T02 Check confirmation of receipt","2011/03/31 08:59:26.244","2011/03/31 08:59:26.244","2011/05/20 00:00:00.020","2011/05/04 08:15:10.967","Resource11","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource19","EMPTY"
"case-6712","T04 Determine confirmation of receipt","2011/03/31 08:59:52.809","2011/03/31 08:59:52.809","2011/05/20 00:00:00.020","2011/05/04 08:15:10.967","Resource11","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource19","Group 3"
"case-6712","T05 Print and send confirmation of receipt","2011/04/14 12:56:02.984","2011/04/14 12:56:02.984","2011/05/20 00:00:00.020","2011/05/04 08:15:10.967","Resource11","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource01","EMPTY"
"case-6712","T06 Determine necessity of stop advice","2011/04/14 12:56:17.895","2011/04/14 12:56:17.895","2011/05/20 00:00:00.020","2011/05/04 08:15:10.967","Resource11","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource01","Group 1"
"case-6712","T10 Determine necessity to stop indication","2011/04/14 12:59:54.934","2011/04/14 12:59:54.934","2011/05/20 00:00:00.020","2011/05/04 08:15:10.967","Resource11","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource01","Group 1"
"case-6713","Confirmation of receipt","2011/05/10 13:42:11.433","2011/05/10 13:42:11.433","2011/05/20 00:00:00.020","2011/06/21 09:39:12.616","admin1","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource12","EMPTY"
"case-6713","T02 Check confirmation of receipt","2011/05/10 13:42:30.297","2011/05/10 13:42:30.297","2011/05/20 00:00:00.020","2011/06/21 09:39:12.616","admin1","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource12","Group 4"
"case-6713","T04 Determine confirmation of receipt","2011/05/10 13:42:56.397","2011/05/10 13:42:56.397","2011/05/20 00:00:00.020","2011/06/21 09:39:12.616","admin1","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource12","Group 3"
"case-6713","T05 Print and send confirmation of receipt","2011/05/10 13:43:12.453","2011/05/10 13:43:12.453","2011/05/20 00:00:00.020","2011/06/21 09:39:12.616","admin1","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource12","Group 2"
"case-6713","T06 Determine necessity of stop advice","2011/05/10 13:43:36.047","2011/05/10 13:43:36.047","2011/05/20 00:00:00.020","2011/06/21 09:39:12.616","admin1","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource12","Group 1"
"case-6713","T10 Determine necessity to stop indication","2011/05/10 13:43:55.753","2011/05/10 13:43:55.753","2011/05/20 00:00:00.020","2011/06/21 09:39:12.616","admin1","Internet","2011/03/25 00:00:00.010","2011/05/20 00:00:00.000","General",,"Resource12","Group 1"
"case-6714","Confirmation of receipt","2011/05/02 15:14:08.285","2011/05/02 15:14:08.285","2011/06/24 01:06:40.020","2011/06/21 15:18:27.406","Resource04","Internet","2011/03/25 01:06:40.010","2011/06/24 01:06:40.000","General","Group 5","Resource04","EMPTY"
"case-6714","T02 Check confirmation of receipt","2011/05/02 15:15:01.329","2011/05/02 15:15:01.329","2011/06/24 01:06:40.020","2011/06/21 15:18:27.406","Resource04","Internet","2011/03/25 01:06:40.010","2011/06/24 01:06:40.000","General","Group 5","Resource04","Group 4"
"case-6714","T04 Determine confirmation of receipt","2011/05/02 15:15:13.818","2011/05/02 15:15:13.818","2011/06/24 01:06:40.020","2011/06/21 15:18:27.406","Resource04","Internet","2011/03/25 01:06:40.010","2011/06/24 01:06:40.000","General","Group 5","Resource04","Group 3"
"case-6714","T05 Print and send confirmation of receipt","2011/05/02 15:15:24.092","2011/05/02 15:15:24.092","2011/06/24 01:06:40.020","2011/06/21 15:18:27.406","Resource04","Internet","2011/03/25 01:06:40.010","2011/06/24 01:06:40.000","General","Group 5","Resource04","Group 2"
"case-6714","T06 Determine necessity of stop advice","2011/05/02 15:15:33.991","2011/05/02 15:15:33.991","2011/06/24 01:06:40.020","2011/06/21 15:18:27.406","Resource04","Internet","2011/03/25 01:06:40.010","2011/06/24 01:06:40.000","General","Group 5","Resource04","Group 1"
"case-6714","T10 Determine necessity to stop indication","2011/05/02 15:15:59.350","2011/05/02 15:15:59.350","2011/06/24 01:06:40.020","2011/06/21 15:18:27.406","Resource04","Internet","2011/03/25 01:06:40.010","2011/06/24 01:06:40.000","General","Group 5","Resource04","Group 1"
"case-6715","Confirmation of receipt","2011/05/03 11:12:20.665","2011/05/03 11:12:20.665","2011/05/20 01:06:40.020","2011/05/18 16:16:04.715","Resource04","Internet","2011/03/25 01:06:40.010","2011/05/20 01:06:40.000","General",,"Resource04","EMPTY"
"case-6715","T02 Check confirmation of receipt","2011/05/03 11:12:37.537","2011/05/03 11:12:37.537","2011/05/20 01:06:40.020","2011/05/18 16:16:04.715","Resource04","Internet","2011/03/25 01:06:40.010","2011/05/20 01:06:40.000","General",,"Resource04","Group 4"
"case-6715","T04 Determine confirmation of receipt","2011/05/03 11:12:47.808","2011/05/03 11:12:47.808","2011/05/20 01:06:40.020","2011/05/18 16:16:04.715","Resource04","Internet","2011/03/25 01:06:40.010","2011/05/20 01:06:40.000","General",,"Resource04","Group 3"
"case-6715","T05 Print and send confirmation of receipt","2011/05/03 11:12:57.825","2011/05/03 11:12:57.825","2011/05/20 01:06:40.020","2011/05/18 16:16:04.715","Resource04","Internet","2011/03/25 01:06:40.010","2011/05/20 01:06:40.000","General",,"Resource04","Group 2"
"case-6715","T06 Determine necessity of stop advice","2011/05/03 11:13:07.305","2011/05/03 11:13:07.305","2011/05/20 01:06:40.020","2011/05/18 16:16:04.715","Resource04","Internet","2011/03/25 01:06:40.010","2011/05/20 01:06:40.000","General",,"Resource04","Group 1"
"case-6715","T10 Determine necessity to stop indication","2011/05/03 11:13:21.589","2011/05/03 11:13:21.589","2011/05/20 01:06:40.020","2011/05/18 16:16:04.715","Resource04","Internet","2011/03/25 01:06:40.010","2011/05/20 01:06:40.000","General",,"Resource04","Group 1"
"case-6719","Confirmation of receipt","2011/04/11 10:15:48.048","2011/04/11 10:15:48.048","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","EMPTY"
"case-6719","T06 Determine necessity of stop advice","2011/04/11 10:16:23.586","2011/04/11 10:16:23.586","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","Group 1"
"case-6719","T10 Determine necessity to stop indication","2011/04/11 10:16:38.759","2011/04/11 10:16:38.759","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","Group 1"
"case-6719","T02 Check confirmation of receipt","2011/04/13 08:55:44.464","2011/04/13 08:55:44.464","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource24","EMPTY"
"case-6719","T03 Adjust confirmation of receipt","2011/05/10 15:54:29.275","2011/05/10 15:54:29.275","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","Group 1"
"case-6719","T02 Check confirmation of receipt","2011/05/10 15:57:16.410","2011/05/10 15:57:16.410","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","Group 4"
"case-6719","T04 Determine confirmation of receipt","2011/05/10 15:57:28.404","2011/05/10 15:57:28.404","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","Group 3"
"case-6719","T05 Print and send confirmation of receipt","2011/05/10 15:57:42.891","2011/05/10 15:57:42.891","2011/06/17 01:06:40.020","2011/06/16 12:09:17.112","Resource06","Internet","2011/03/25 01:06:40.010","2011/06/17 01:06:40.000","General",,"Resource06","Group 2"
